#{"t_start": 1676617702.3800669, "env_id": null}
r,l,t
-271.0,174,1.165864
-242.16,141,2.268273
-216.0,181,3.380996
-241.0,207,5.026482
-225.24,175,6.434666
-249.0,86,6.943604
-277.0,109,7.890285
-271.0,117,8.577114
-271.0,132,9.849741
-216.0,159,10.768534
-240.0,120,11.751721
-187.0,213,13.43987
-261.32,151,14.330197
